# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1410298	1410612	-							HELPY_RS06945	315		old_locus_tag=HELPY_1429
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1410298	1410612	-	WP_000895146.1	WP_000895146.1		thioredoxin family protein			HELPY_RS06945	315	104	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1410668	1411456	-							HELPY_RS06950	789		old_locus_tag=HELPY_1430
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1410668	1411456	-	WP_000398351.1	WP_000398351.1		rRNA pseudouridine synthase			HELPY_RS06950	789	262	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1411438	1415073	-					dnaE		HELPY_RS06955	3636		old_locus_tag=HELPY_1431
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1411438	1415073	-	WP_000662169.1	WP_000662169.1		DNA polymerase III subunit alpha	dnaE		HELPY_RS06955	3636	1211	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1415232	1416284	+							HELPY_RS06960	1053		old_locus_tag=HELPY_1432
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1415232	1416284	+	WP_000748341.1	WP_000748341.1		cytochrome-c peroxidase			HELPY_RS06960	1053	350	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1416581	1417168	-							HELPY_RS06965	588		old_locus_tag=HELPY_1434
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1416581	1417168	-	WP_001053531.1	WP_001053531.1		META domain-containing protein			HELPY_RS06965	588	195	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1417180	1417857	-							HELPY_RS06970	678		old_locus_tag=HELPY_1435
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1417180	1417857	-	WP_001202821.1	WP_001202821.1		hypothetical protein			HELPY_RS06970	678	225	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1417860	1418675	-							HELPY_RS06975	816		old_locus_tag=HELPY_1436
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1417860	1418675	-	WP_000439508.1	WP_000439508.1		MCE family protein			HELPY_RS06975	816	271	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1418660	1419445	-							HELPY_RS06980	786		old_locus_tag=HELPY_1437
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1418660	1419445	-	WP_000991536.1	WP_000991536.1		ABC transporter ATP-binding protein			HELPY_RS06980	786	261	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1419445	1420578	-							HELPY_RS06985	1134		old_locus_tag=HELPY_1438
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1419445	1420578	-	WP_000845739.1	WP_000845739.1		ABC transporter permease			HELPY_RS06985	1134	377	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1420713	1421408	+							HELPY_RS06990	696		old_locus_tag=HELPY_1439
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1420713	1421408	+	WP_000473416.1	WP_000473416.1		outer membrane protein			HELPY_RS06990	696	231	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1421413	1422435	-					ilvE		HELPY_RS06995	1023		old_locus_tag=HELPY_1440
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1421413	1422435	-	WP_001284839.1	WP_001284839.1		branched-chain-amino-acid transaminase	ilvE		HELPY_RS06995	1023	340	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1422487	1423233	-							HELPY_RS07000	747		old_locus_tag=HELPY_1441
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1422487	1423233	-	WP_000919453.1	WP_000919453.1		outer membrane protein			HELPY_RS07000	747	248	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1423348	1426017	-					polA		HELPY_RS07005	2670		old_locus_tag=HELPY_1442
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1423348	1426017	-	WP_000437623.1	WP_000437623.1		DNA polymerase I	polA		HELPY_RS07005	2670	889	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1426083	1426640	-							HELPY_RS08665	558		old_locus_tag=HELPY_1443
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1426083	1426640	-	WP_041200484.1	WP_041200484.1		restriction endonuclease subunit S			HELPY_RS08665	558	185	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1426667	1427344	-							HELPY_RS08670	678		old_locus_tag=HELPY_1444
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1426667	1427344	-	WP_000580126.1	WP_000580126.1		restriction endonuclease subunit S			HELPY_RS08670	678	225	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1427341	1429380	-							HELPY_RS07020	2040		old_locus_tag=HELPY_1445
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1427341	1429380	-	WP_001147686.1	WP_001147686.1		N-6 DNA methylase			HELPY_RS07020	2040	679	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1429413	1429988	-							HELPY_RS07025	576		old_locus_tag=HELPY_1446
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1429413	1429988	-	WP_001203556.1	WP_001203556.1		ComF family protein			HELPY_RS07025	576	191	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1429976	1430551	-					tmk		HELPY_RS07030	576		old_locus_tag=HELPY_1447
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1429976	1430551	-	WP_000289706.1	WP_000289706.1		dTMP kinase	tmk		HELPY_RS07030	576	191	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1430553	1431026	-					coaD		HELPY_RS07035	474		old_locus_tag=HELPY_1448
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1430553	1431026	-	WP_001169275.1	WP_001169275.1		pantetheine-phosphate adenylyltransferase	coaD		HELPY_RS07035	474	157	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1431026	1431589	-							HELPY_RS07040	564		old_locus_tag=HELPY_1449
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1431026	1431589	-	WP_000780109.1	WP_000780109.1		UbiX family flavin prenyltransferase			HELPY_RS07040	564	187	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1431599	1432255	-					flgA		HELPY_RS07045	657		old_locus_tag=HELPY_1450
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1431599	1432255	-	WP_000699075.1	WP_000699075.1		flagellar basal body P-ring formation protein FlgA	flgA		HELPY_RS07045	657	218	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1432252	1434297	-					uvrD		HELPY_RS07050	2046		old_locus_tag=HELPY_1451
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1432252	1434297	-	WP_000505288.1	WP_000505288.1		DNA helicase UvrD	uvrD		HELPY_RS07050	2046	681	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1434297	1436831	-							HELPY_RS07055	2535		old_locus_tag=HELPY_1452
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1434297	1436831	-	WP_000931108.1	WP_000931108.1		hypothetical protein			HELPY_RS07055	2535	844	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1436841	1438088	-					serS		HELPY_RS07060	1248		old_locus_tag=HELPY_1453
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1436841	1438088	-	WP_000567194.1	WP_000567194.1		serine--tRNA ligase	serS		HELPY_RS07060	1248	415	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1438089	1438886	-							HELPY_RS07065	798		old_locus_tag=HELPY_1454
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1438089	1438886	-	WP_001263173.1	WP_001263173.1		carbon-nitrogen hydrolase family protein			HELPY_RS07065	798	265	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1438890	1439150	-							HELPY_RS07070	261		old_locus_tag=HELPY_1455
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1438890	1439150	-	WP_001150262.1	WP_001150262.1		exodeoxyribonuclease VII small subunit			HELPY_RS07070	261	86	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1439160	1439900	-					ubiE		HELPY_RS07075	741		old_locus_tag=HELPY_1456
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1439160	1439900	-	WP_000711714.1	WP_000711714.1		bifunctional demethylmenaquinone methyltransferase/2-methoxy-6-polyprenyl-1,4-benzoquinol methylase UbiE	ubiE		HELPY_RS07075	741	246	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1439910	1440356	-					hemJ		HELPY_RS07080	447		old_locus_tag=HELPY_1457
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1439910	1440356	-	WP_000506453.1	WP_000506453.1		protoporphyrinogen oxidase HemJ	hemJ		HELPY_RS07080	447	148	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1440367	1440939	-							HELPY_RS07085	573		old_locus_tag=HELPY_1458
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1440367	1440939	-	WP_000854118.1	WP_000854118.1		YigZ family protein			HELPY_RS07085	573	190	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1440926	1442056	-							HELPY_RS07090	1131		old_locus_tag=HELPY_1459
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1440926	1442056	-	WP_001008917.1	WP_001008917.1		ABC transporter permease			HELPY_RS07090	1131	376	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1442053	1443150	-							HELPY_RS07095	1098		old_locus_tag=HELPY_1460
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1442053	1443150	-	WP_000489098.1	WP_000489098.1		ABC transporter permease			HELPY_RS07095	1098	365	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1443162	1444151	-							HELPY_RS07100	990		old_locus_tag=HELPY_1461
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1443162	1444151	-	WP_000071819.1	WP_000071819.1		efflux RND transporter periplasmic adaptor subunit			HELPY_RS07100	990	329	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1444163	1445695	-							HELPY_RS07105	1533		old_locus_tag=HELPY_1462
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1444163	1445695	-	WP_000754040.1	WP_000754040.1		TolC family protein			HELPY_RS07105	1533	510	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1445692	1447041	-							HELPY_RS07110	1350		old_locus_tag=HELPY_1463
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1445692	1447041	-	WP_000533306.1	WP_000533306.1		hemolysin family protein			HELPY_RS07110	1350	449	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1447144	1448745	-							HELPY_RS07115	1602		old_locus_tag=HELPY_1464
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1447144	1448745	-	WP_000403639.1	WP_000403639.1		inorganic phosphate transporter			HELPY_RS07115	1602	533	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1448886	1449155	+							HELPY_RS07120	270		old_locus_tag=HELPY_1465
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1448886	1449155	+	WP_000569296.1	WP_000569296.1		NifU family protein			HELPY_RS07120	270	89	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1449167	1449778	+							HELPY_RS07125	612		old_locus_tag=HELPY_1466
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1449167	1449778	+	WP_001168618.1	WP_001168618.1		hypothetical protein			HELPY_RS07125	612	203	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1449782	1451125	+							HELPY_RS07130	1344		old_locus_tag=HELPY_1467
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1449782	1451125	+	WP_000768810.1	WP_000768810.1		UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase			HELPY_RS07130	1344	447	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1451129	1452079	+					tal		HELPY_RS07135	951		old_locus_tag=HELPY_1468
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1451129	1452079	+	WP_001155058.1	WP_001155058.1		transaldolase	tal		HELPY_RS07135	951	316	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1452134	1452670	+							HELPY_RS07140	537		old_locus_tag=HELPY_1469
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1452134	1452670	+	WP_000889333.1	WP_000889333.1		50S ribosomal protein L25/general stress protein Ctc			HELPY_RS07140	537	178	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1452680	1453240	+					pth		HELPY_RS07145	561		old_locus_tag=HELPY_1470
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1452680	1453240	+	WP_000173971.1	WP_000173971.1		aminoacyl-tRNA hydrolase	pth		HELPY_RS07145	561	186	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1453250	1454317	+							HELPY_RS07150	1068		old_locus_tag=HELPY_1471
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1453250	1454317	+	WP_001236151.1	WP_001236151.1		LptF/LptG family permease			HELPY_RS07150	1068	355	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1454438	1455358	+							HELPY_RS07155	921		old_locus_tag=HELPY_1472
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1454438	1455358	+	WP_000100127.1	WP_000100127.1		phospholipase D-like domain-containing protein			HELPY_RS07155	921	306	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1455435	1455608	+							HELPY_RS08475	174		old_locus_tag=HELPY_1473
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1455435	1455608	+	WP_000659699.1	WP_000659699.1		hypothetical protein			HELPY_RS08475	174	57	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1455671	1456834	-							HELPY_RS07165	1164		old_locus_tag=HELPY_1474
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1455671	1456834	-	WP_162465591.1	WP_162465591.1		outer membrane protein			HELPY_RS07165	1164	387	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1457016	1457453	+							HELPY_RS07170	438		old_locus_tag=HELPY_1475
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1457016	1457453	+	WP_000338854.1	WP_000338854.1		CopD family copper resistance protein			HELPY_RS07170	438	145	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1457450	1459801	-							HELPY_RS07175	2352		old_locus_tag=HELPY_1476
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1457450	1459801	-	WP_000650207.1	WP_000650207.1		heavy metal translocating P-type ATPase			HELPY_RS07175	2352	783	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1459827	1460543	-							HELPY_RS07180	717		old_locus_tag=HELPY_1477
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1459827	1460543	-	WP_000375251.1	WP_000375251.1		tRNA1(Val) (adenine(37)-N6)-methyltransferase			HELPY_RS07180	717	238	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1460525	1461559	-							HELPY_RS07185	1035		old_locus_tag=HELPY_1478
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1460525	1461559	-	WP_001241983.1	WP_001241983.1		bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase			HELPY_RS07185	1035	344	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1461556	1462782	-					gltS		HELPY_RS07190	1227		old_locus_tag=HELPY_1479
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1461556	1462782	-	WP_001156059.1	WP_001156059.1		sodium/glutamate symporter	gltS		HELPY_RS07190	1227	408	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1462868	1464067	+							HELPY_RS07195	1200		old_locus_tag=HELPY_1480
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1462868	1464067	+	WP_015829040.1	WP_015829040.1		saccharopine dehydrogenase family protein			HELPY_RS07195	1200	399	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1464077	1465453	-					ccoG		HELPY_RS07200	1377		old_locus_tag=HELPY_1481
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1464077	1465453	-	WP_000894236.1	WP_000894236.1		cytochrome c oxidase accessory protein CcoG	ccoG		HELPY_RS07200	1377	458	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1465559	1466221	+					plsY		HELPY_RS07205	663		old_locus_tag=HELPY_1482
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1465559	1466221	+	WP_001875945.1	WP_001875945.1		glycerol-3-phosphate 1-O-acyltransferase PlsY	plsY		HELPY_RS07205	663	220	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1466218	1466571	+							HELPY_RS07210	354		old_locus_tag=HELPY_1483
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1466218	1466571	+	WP_000850906.1	WP_000850906.1		dihydroneopterin aldolase			HELPY_RS07210	354	117	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1466555	1466881	+							HELPY_RS07215	327		old_locus_tag=HELPY_1484
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1466555	1466881	+	WP_000643730.1	WP_000643730.1		hypothetical protein			HELPY_RS07215	327	108	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1467035	1469674	+							HELPY_RS07220	2640		old_locus_tag=HELPY_1485
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1467035	1469674	+	WP_000945753.1	WP_000945753.1		TonB-dependent receptor			HELPY_RS07220	2640	879	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1469901	1471061	+							HELPY_RS07225	1161		old_locus_tag=HELPY_1486
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1469901	1471061	+	WP_000356982.1	WP_000356982.1		L-seryl-tRNA(Sec) selenium transferase			HELPY_RS07225	1161	386	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1471158	1472345	+					nusA		HELPY_RS07230	1188		old_locus_tag=HELPY_1487
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1471158	1472345	+	WP_000411624.1	WP_000411624.1		transcription termination factor NusA	nusA		HELPY_RS07230	1188	395	
gene	pseudogene	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1472577	1473340	-							HELPY_RS07235	764		pseudo;old_locus_tag=HELPY_1488
CDS	without_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1472577	1473340	-				hypothetical protein			HELPY_RS07235	764		pseudo
gene	pseudogene	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1473330	1473768	-							HELPY_RS07240	439		pseudo;old_locus_tag=HELPY_1490
CDS	without_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1473330	1473768	-				SocA family protein			HELPY_RS07240	439		pseudo
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1474270	1478010	-							HELPY_RS07245	3741		old_locus_tag=HELPY_1491
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1474270	1478010	-	WP_000384818.1	WP_000384818.1		class I SAM-dependent DNA methyltransferase			HELPY_RS07245	3741	1246	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1478213	1481119	-							HELPY_RS07255	2907		old_locus_tag=HELPY_1492
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1478213	1481119	-	WP_000693735.1	WP_000693735.1		type III restriction-modification system endonuclease			HELPY_RS07255	2907	968	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1481122	1481709	-							HELPY_RS07260	588		old_locus_tag=HELPY_1493
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1481122	1481709	-	WP_000990491.1	WP_000990491.1		site-specific DNA-methyltransferase			HELPY_RS07260	588	195	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1481706	1483055	-							HELPY_RS07265	1350		old_locus_tag=HELPY_1494
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1481706	1483055	-	WP_041200486.1	WP_041200486.1		site-specific DNA-methyltransferase			HELPY_RS07265	1350	449	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1483100	1484971	-					recG		HELPY_RS07270	1872		old_locus_tag=HELPY_1495
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1483100	1484971	-	WP_001158375.1	WP_001158375.1		ATP-dependent DNA helicase RecG	recG		HELPY_RS07270	1872	623	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1485053	1485400	+							HELPY_RS07275	348		old_locus_tag=HELPY_1496
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1485053	1485400	+	WP_000837036.1	WP_000837036.1		hypothetical protein			HELPY_RS07275	348	115	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1485404	1486039	+							HELPY_RS07280	636		old_locus_tag=HELPY_1497
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1485404	1486039	+	WP_000668056.1	WP_000668056.1		outer membrane protein			HELPY_RS07280	636	211	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1486036	1486788	-							HELPY_RS07285	753		old_locus_tag=HELPY_1498
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1486036	1486788	-	WP_000767541.1	WP_000767541.1		exodeoxyribonuclease III			HELPY_RS07285	753	250	
gene	tRNA	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1486890	1486965	+							HELPY_RS07290	76		old_locus_tag=HELPY_tRNA10
tRNA		GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1486890	1486965	+				tRNA-Phe			HELPY_RS07290	76		anticodon=GAA
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1486968	1488407	-							HELPY_RS07295	1440		old_locus_tag=HELPY_1499
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1486968	1488407	-	WP_000748977.1	WP_000748977.1		hypothetical protein			HELPY_RS07295	1440	479	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1488636	1490003	-					dnaA		HELPY_RS07305	1368		old_locus_tag=HELPY_1500
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1488636	1490003	-	WP_000380606.1	WP_000380606.1		chromosomal replication initiator protein DnaA	dnaA		HELPY_RS07305	1368	455	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1490156	1490698	+							HELPY_RS07310	543		old_locus_tag=HELPY_1501
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1490156	1490698	+	WP_000922982.1	WP_000922982.1		hypothetical protein			HELPY_RS07310	543	180	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1490741	1490980	+							HELPY_RS07315	240		old_locus_tag=HELPY_1502
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1490741	1490980	+	WP_000461837.1	WP_000461837.1		DUF2443 domain-containing protein			HELPY_RS07315	240	79	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1490981	1492774	+					glmS		HELPY_RS07320	1794		old_locus_tag=HELPY_1503
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1490981	1492774	+	WP_000334448.1	WP_000334448.1		glutamine--fructose-6-phosphate transaminase (isomerizing)	glmS		HELPY_RS07320	1794	597	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1492796	1493422	+					thyX		HELPY_RS07325	627		old_locus_tag=HELPY_1504
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1492796	1493422	+	WP_000451943.1	WP_000451943.1		FAD-dependent thymidylate synthase	thyX		HELPY_RS07325	627	208	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1493750	1494871	-							HELPY_RS07330	1122		old_locus_tag=HELPY_1506
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1493750	1494871	-	WP_015829044.1	WP_015829044.1		restriction endonuclease subunit S			HELPY_RS07330	1122	373	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1494880	1497330	-							HELPY_RS07335	2451		old_locus_tag=HELPY_1507
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1494880	1497330	-	WP_000985422.1	WP_000985422.1		type I restriction-modification system subunit M			HELPY_RS07335	2451	816	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1497401	1500364	+							HELPY_RS07340	2964		old_locus_tag=HELPY_1508
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	1497401	1500364	+	WP_041200540.1	WP_041200540.1		type I restriction endonuclease subunit R			HELPY_RS07340	2964	987	
